,Booking_ID,stays_in_weekend_nights,stays_in_week_nights,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,avg_price_per_room,is_canceled,arrival_day
14470,INN14471,1,2,130,2018,10,2018-10-31,Online,153.3,0,31
14471,INN14472,0,2,38,2018,1,2018-01-22,Online,79.4,0,22
14472,INN14473,1,4,171,2018,7,2018-07-11,Online,80.75,1,11
14473,INN14474,1,1,98,2018,7,2018-07-16,Online,121.5,0,16
14474,INN14475,2,2,110,2018,11,2018-11-12,Online,78.1,0,12
14475,INN14476,1,0,5,2017,9,2017-09-28,Corporate,65.0,0,28
14476,INN14477,2,0,9,2018,10,2018-10-30,Online,80.47,0,30
14477,INN14478,0,4,13,2018,2,2018-02-03,Corporate,86.0,0,3
14478,INN14479,2,2,157,2018,11,2018-11-06,Online,117.68,1,6
14479,INN14480,0,2,23,2018,10,2018-10-20,Online,119.0,1,20
14480,INN14481,2,1,3,2017,8,2017-08-09,Offline,65.0,0,9
14481,INN14482,1,3,88,2018,4,2018-04-28,Online,180.63,1,28
14482,INN14483,1,3,40,2017,11,2017-11-02,Offline,60.0,0,2
14483,INN14484,2,7,267,2018,12,2018-12-23,Online,77.73,1,23
14484,INN14485,1,2,280,2018,9,2018-09-19,Offline,110.0,1,19
14485,INN14486,1,4,112,2018,8,2018-08-22,Online,150.3,1,22
14486,INN14487,0,3,433,2018,9,2018-09-08,Offline,70.0,1,8
14487,INN14488,0,1,47,2018,7,2018-07-05,Online,134.1,1,5
14488,INN14489,1,2,20,2018,12,2018-12-05,Online,88.0,0,5
14489,INN14490,0,4,50,2017,11,2017-11-10,Offline,69.0,0,10
14490,INN14491,2,2,68,2018,3,2018-03-13,Online,63.75,0,13
14491,INN14492,0,2,59,2018,1,2018-01-28,Online,0.0,0,28
14492,INN14493,4,5,129,2018,5,2018-05-22,Online,114.75,0,22
14493,INN14494,0,4,66,2018,4,2018-04-19,Online,112.2,0,19
14494,INN14495,0,4,8,2017,9,2017-09-09,Offline,54.75,0,9
14495,INN14496,2,1,12,2017,9,2017-09-12,Online,95.48,0,12
14496,INN14497,1,4,31,2017,10,2017-10-19,Offline,84.0,0,19
14497,INN14498,0,1,41,2018,12,2018-12-27,Offline,65.0,0,27
14498,INN14499,2,2,229,2018,10,2018-10-22,Online,89.25,1,22
14499,INN14500,0,1,2,2017,12,2017-12-09,Corporate,65.0,0,9
14500,INN14501,2,1,103,2017,7,2017-07-18,Offline,94.5,1,18
14501,INN14502,2,1,1,2018,2,2018-02-28,Offline,60.0,1,28
14502,INN14503,1,2,61,2018,12,2018-12-02,Online,109.8,0,2
14503,INN14504,1,1,134,2018,7,2018-07-04,Online,109.8,0,4
14504,INN14505,1,2,106,2018,6,2018-06-17,Online,159.3,1,17
14505,INN14506,1,1,66,2018,6,2018-06-04,Online,154.8,1,4
14506,INN14507,2,1,82,2018,3,2018-03-26,Offline,65.0,0,26
14507,INN14508,2,4,122,2018,5,2018-05-04,Online,99.45,1,4
14508,INN14509,0,2,5,2018,1,2018-01-15,Online,63.1,0,15
14509,INN14510,2,2,195,2018,7,2018-07-10,Online,81.81,0,10
14510,INN14511,1,2,28,2018,10,2018-10-03,Offline,85.5,0,3
14511,INN14512,2,3,276,2018,5,2018-05-13,Offline,61.0,1,13
14512,INN14513,0,3,198,2018,10,2018-10-18,Online,90.9,1,18
14513,INN14514,2,3,88,2018,4,2018-04-29,Online,119.85,1,29
14514,INN14515,0,2,265,2018,6,2018-06-24,Offline,115.0,1,24
14515,INN14516,2,2,162,2018,10,2018-10-14,Offline,115.0,1,14
14516,INN14517,0,4,296,2018,9,2018-09-21,Offline,117.0,1,21
14517,INN14518,0,2,52,2018,11,2018-11-25,Online,79.2,0,25
14518,INN14519,1,3,210,2017,10,2017-10-08,Offline,72.75,0,8
14519,INN14520,0,1,17,2018,3,2018-03-31,Offline,72.4,0,31
14520,INN14521,1,2,6,2018,2,2018-02-22,Online,92.0,1,22
14521,INN14522,1,3,49,2018,10,2018-10-03,Online,118.8,0,3
14522,INN14523,2,3,42,2018,9,2018-09-04,Online,182.34,1,4
14523,INN14524,0,2,48,2018,9,2018-09-14,Offline,130.0,0,14
14524,INN14525,2,1,119,2017,12,2017-12-26,Online,72.25,0,26
14525,INN14526,1,2,41,2017,10,2017-10-16,Online,96.9,0,16
14526,INN14527,2,0,135,2018,5,2018-05-22,Online,94.5,0,22
14527,INN14528,1,0,13,2018,3,2018-03-20,Offline,85.0,0,20
14528,INN14529,2,4,18,2018,11,2018-11-13,Online,96.9,0,13
14529,INN14530,2,1,34,2018,10,2018-10-02,Online,108.0,1,2
14530,INN14531,2,5,49,2018,5,2018-05-07,Online,119.85,1,7
14531,INN14532,1,2,28,2018,3,2018-03-07,Offline,87.0,0,7
14532,INN14533,1,1,15,2018,5,2018-05-09,Online,111.0,0,9
14533,INN14534,0,2,79,2017,11,2017-11-13,Offline,75.0,0,13
14534,INN14535,1,3,228,2018,10,2018-10-20,Online,123.25,0,20
14535,INN14536,0,1,31,2018,2,2018-02-05,Online,89.3,0,5
14536,INN14537,0,2,111,2018,8,2018-08-11,Online,155.7,0,11
14537,INN14538,0,4,78,2018,4,2018-04-12,Online,62.18,1,12
14538,INN14539,0,3,279,2018,10,2018-10-12,Offline,110.0,1,12
14539,INN14540,1,2,418,2018,9,2018-09-26,Offline,75.0,1,26
14540,INN14541,2,2,163,2018,6,2018-06-05,Offline,100.0,1,5
14541,INN14542,0,3,147,2018,6,2018-06-02,Offline,124.0,1,2
14542,INN14543,2,2,115,2018,2,2018-02-27,Offline,76.0,0,27
14543,INN14544,2,2,14,2017,9,2017-09-04,Online,113.0,0,4
14544,INN14545,0,2,29,2018,12,2018-12-02,Corporate,85.0,0,2
14545,INN14546,2,3,109,2018,5,2018-05-08,Offline,90.96,0,8
14546,INN14547,0,3,158,2018,7,2018-07-07,Online,114.3,1,7
14547,INN14548,1,2,53,2018,5,2018-05-30,Online,116.1,0,30
14548,INN14549,0,4,213,2018,8,2018-08-31,Online,118.15,1,31
14549,INN14550,2,2,2,2018,5,2018-05-15,Offline,81.75,0,15
14550,INN14551,0,1,3,2017,9,2017-09-17,Complementary,0.0,0,17
14551,INN14552,2,2,7,2018,8,2018-08-26,Online,143.0,0,26
14552,INN14553,0,1,4,2017,8,2017-08-15,Online,124.0,0,15
14553,INN14554,1,2,0,2017,10,2017-10-12,Corporate,65.0,0,12
14554,INN14555,0,1,0,2017,8,2017-08-18,Online,124.0,0,18
14555,INN14556,0,3,128,2018,5,2018-05-04,Offline,105.4,0,4
14556,INN14557,2,1,196,2018,8,2018-08-28,Online,105.3,1,28
14557,INN14558,2,1,49,2017,12,2017-12-05,Online,106.2,0,5
14558,INN14559,0,4,25,2018,11,2018-11-01,Online,85.0,0,1
14559,INN14560,2,1,138,2018,2,2018-02-28,Online,63.36,1,28
14560,INN14561,1,3,285,2018,10,2018-10-03,Offline,100.0,1,3
14561,INN14562,1,3,33,2017,12,2017-12-10,Online,74.25,0,10
14562,INN14563,1,0,5,2018,11,2018-11-28,Corporate,77.0,0,28
14563,INN14564,0,1,15,2018,4,2018-04-22,Online,131.0,1,22
14564,INN14565,0,3,92,2017,11,2017-11-26,Offline,49.07,0,26
14565,INN14566,0,2,74,2017,9,2017-09-18,Offline,109.0,0,18
14566,INN14567,0,3,129,2018,6,2018-06-02,Online,126.9,1,2
14567,INN14568,1,3,290,2018,12,2018-12-01,Online,73.95,1,1
14568,INN14569,1,1,149,2018,3,2018-03-19,Online,90.0,0,19
14569,INN14570,0,4,28,2017,11,2017-11-04,Online,85.59,0,4
14570,INN14571,1,4,12,2017,10,2017-10-05,Offline,110.5,0,5
14571,INN14572,2,2,65,2017,9,2017-09-26,Offline,129.2,0,26
14572,INN14573,0,1,105,2018,4,2018-04-06,Offline,75.0,1,6
14573,INN14574,0,2,32,2017,11,2017-11-20,Offline,73.0,0,20
14574,INN14575,2,5,66,2018,9,2018-09-06,Online,138.6,1,6
14575,INN14576,1,2,105,2017,10,2017-10-12,Offline,110.0,1,12
14576,INN14577,2,2,169,2018,4,2018-04-22,Offline,106.0,1,22
14577,INN14578,2,3,3,2018,3,2018-03-03,Online,102.0,0,3
14578,INN14579,0,4,48,2018,8,2018-08-30,Online,233.1,1,30
14579,INN14580,0,2,68,2018,12,2018-12-22,Online,109.8,1,22
14580,INN14581,1,4,32,2017,10,2017-10-26,Offline,68.0,0,26
14581,INN14582,0,1,3,2018,2,2018-02-25,Corporate,66.0,0,25
14582,INN14583,0,2,13,2018,8,2018-08-23,Online,129.0,1,23
14583,INN14584,2,1,64,2018,6,2018-06-19,Online,117.9,0,19
14584,INN14585,0,2,36,2017,11,2017-11-13,Online,96.3,0,13
14585,INN14586,0,2,146,2018,8,2018-08-11,Online,123.3,0,11
14586,INN14587,2,5,231,2018,8,2018-08-23,Offline,96.9,0,23
14587,INN14588,1,2,193,2018,6,2018-06-20,Offline,120.0,1,20
14588,INN14589,1,2,32,2018,9,2018-09-02,Online,94.94,0,2
14589,INN14590,1,3,35,2018,3,2018-03-03,Online,83.9,0,3
14590,INN14591,0,5,140,2017,12,2017-12-29,Offline,70.0,0,29
14591,INN14592,1,2,42,2018,1,2018-01-15,Offline,60.0,0,15
14592,INN14593,1,4,26,2018,12,2018-12-21,Online,79.92,1,21
14593,INN14594,0,3,193,2017,10,2017-10-15,Offline,65.0,1,15
14594,INN14595,2,3,192,2017,9,2017-09-25,Offline,19.15,1,25
14595,INN14596,0,3,117,2018,8,2018-08-09,Online,114.3,0,9
14596,INN14597,0,2,95,2018,10,2018-10-06,Online,132.3,0,6
14597,INN14598,0,1,16,2018,10,2018-10-07,Online,135.0,1,7
14598,INN14599,2,0,0,2017,9,2017-09-20,Corporate,65.0,0,20
14599,INN14600,0,1,44,2018,7,2018-07-08,Corporate,75.0,0,8
14600,INN14601,1,3,93,2018,11,2018-11-07,Corporate,161.15,0,7
14601,INN14602,2,1,1,2018,2,2018-02-28,Offline,60.0,1,28
14602,INN14603,0,3,3,2017,8,2017-08-11,Online,153.0,1,11
14603,INN14604,0,2,29,2018,3,2018-03-04,Online,81.55,0,4
14604,INN14605,0,4,112,2018,8,2018-08-24,Offline,92.65,0,24
14605,INN14606,1,1,66,2018,4,2018-04-23,Online,105.3,1,23
14606,INN14607,2,3,13,2017,12,2017-12-26,Online,192.0,0,26
14607,INN14608,2,3,6,2017,10,2017-10-18,Online,136.0,0,18
14608,INN14609,1,2,69,2018,1,2018-01-29,Offline,82.0,0,29
14609,INN14610,0,3,15,2018,2,2018-02-18,Offline,86.0,0,18
14610,INN14611,0,1,26,2018,6,2018-06-23,Online,101.0,1,23
14611,INN14612,2,3,55,2017,11,2017-11-15,Offline,60.0,0,15
14612,INN14613,1,2,14,2017,9,2017-09-14,Online,100.87,0,14
14613,INN14614,2,1,58,2018,4,2018-04-24,Online,81.08,0,24
14614,INN14615,0,1,1,2018,3,2018-03-30,Online,125.0,0,30
14615,INN14616,0,2,14,2018,4,2018-04-15,Online,142.0,1,15
14616,INN14617,1,2,0,2018,9,2018-09-05,Complementary,0.0,0,5
14617,INN14618,2,2,56,2017,9,2017-09-25,Offline,185.0,0,25
14618,INN14619,0,2,55,2018,11,2018-11-11,Online,113.4,1,11
14619,INN14620,1,2,84,2018,10,2018-10-21,Offline,80.75,0,21
14620,INN14621,1,0,5,2018,11,2018-11-28,Corporate,77.0,0,28
14621,INN14622,0,3,166,2018,11,2018-11-01,Offline,110.0,1,1
14622,INN14623,0,3,335,2018,10,2018-10-13,Offline,80.0,0,13
14623,INN14624,0,3,28,2018,10,2018-10-20,Offline,85.0,0,20
14624,INN14625,2,1,63,2018,6,2018-06-19,Online,141.3,0,19
14625,INN14626,0,3,54,2018,10,2018-10-13,Online,139.5,0,13
14626,INN14627,2,5,134,2018,6,2018-06-09,Online,119.85,1,9
14627,INN14628,0,2,68,2017,9,2017-09-29,Offline,65.0,0,29
14628,INN14629,0,2,73,2018,4,2018-04-07,Online,90.9,1,7
14629,INN14630,0,4,100,2018,9,2018-09-28,Offline,140.0,0,28
14630,INN14631,1,2,249,2018,10,2018-10-28,Online,96.3,1,28
14631,INN14632,0,3,6,2018,3,2018-03-03,Online,116.0,1,3
14632,INN14633,2,2,36,2018,2,2018-02-13,Online,78.3,0,13
14633,INN14634,0,4,1,2018,1,2018-01-13,Online,91.1,0,13
14634,INN14635,1,1,75,2018,3,2018-03-21,Online,78.0,0,21
14635,INN14636,2,5,68,2018,7,2018-07-16,Online,123.17,1,16
14636,INN14637,1,1,24,2018,9,2018-09-26,Online,107.1,1,26
14637,INN14638,1,3,22,2018,6,2018-06-13,Online,206.0,0,13
14638,INN14639,0,2,112,2018,6,2018-06-02,Offline,100.0,0,2
14639,INN14640,1,0,258,2018,10,2018-10-16,Offline,110.0,1,16
14640,INN14641,0,1,0,2018,9,2018-09-15,Online,159.0,0,15
14641,INN14642,1,4,99,2018,6,2018-06-27,Online,94.35,0,27
14642,INN14643,2,3,29,2018,3,2018-03-10,Online,100.28,0,10
14643,INN14644,1,0,4,2018,5,2018-05-29,Offline,96.0,0,29
14644,INN14645,0,1,159,2018,8,2018-08-05,Online,94.5,1,5
14645,INN14646,0,1,1,2017,8,2017-08-11,Online,95.0,0,11
14646,INN14647,0,4,0,2017,8,2017-08-12,Online,76.5,0,12
14647,INN14648,2,1,21,2017,12,2017-12-27,Online,103.67,0,27
14648,INN14649,2,1,117,2017,8,2017-08-01,Offline,94.5,0,1
14649,INN14650,2,1,17,2017,9,2017-09-20,Corporate,65.0,0,20
14650,INN14651,0,3,28,2018,11,2018-11-02,Online,130.0,0,2
14651,INN14652,2,1,155,2018,6,2018-06-26,Online,96.3,0,26
14652,INN14653,2,1,3,2017,9,2017-09-19,Corporate,120.0,0,19
14653,INN14654,0,1,39,2018,9,2018-09-21,Online,194.85,0,21
14654,INN14655,0,2,94,2018,4,2018-04-12,Online,96.3,0,12
14655,INN14656,1,0,0,2018,5,2018-05-09,Offline,66.4,0,9
14656,INN14657,0,3,166,2018,4,2018-04-21,Online,73.6,0,21
14657,INN14658,0,1,0,2017,8,2017-08-19,Online,106.0,0,19
14658,INN14659,2,1,59,2018,10,2018-10-02,Online,118.8,1,2
14659,INN14660,0,2,159,2018,7,2018-07-19,Online,105.3,1,19
14660,INN14661,0,2,11,2018,3,2018-03-24,Online,182.0,0,24
14661,INN14662,0,1,20,2018,11,2018-11-29,Corporate,88.0,0,29
14662,INN14663,0,3,86,2018,7,2018-07-26,Online,97.54,0,26
14663,INN14664,0,4,4,2018,7,2018-07-27,Online,176.0,0,27
14664,INN14665,0,3,126,2018,3,2018-03-24,Offline,55.0,0,24
14665,INN14666,1,2,12,2018,4,2018-04-11,Online,157.0,0,11
14666,INN14667,2,1,8,2018,10,2018-10-30,Online,149.0,0,30
14667,INN14668,0,5,156,2018,11,2018-11-08,Online,131.52,1,8
14668,INN14669,0,1,31,2018,5,2018-05-20,Online,140.4,0,20
14669,INN14670,0,2,141,2018,8,2018-08-10,Online,114.3,0,10
14670,INN14671,0,1,1,2018,6,2018-06-28,Online,127.0,0,28
14671,INN14672,0,3,22,2018,6,2018-06-21,Online,127.67,1,21
14672,INN14673,1,1,64,2018,8,2018-08-06,Online,154.1,0,6
14673,INN14674,2,1,4,2018,4,2018-04-17,Online,152.85,0,17
14674,INN14675,1,3,0,2018,4,2018-04-11,Online,116.0,1,11
14675,INN14676,0,3,24,2018,12,2018-12-08,Online,94.93,0,8
14676,INN14677,1,2,315,2018,9,2018-09-30,Offline,160.0,1,30
14677,INN14678,2,1,177,2018,10,2018-10-30,Offline,90.9,0,30
14678,INN14679,2,1,35,2018,10,2018-10-08,Online,151.5,0,8
14679,INN14680,0,3,166,2018,11,2018-11-01,Offline,110.0,1,1
14680,INN14681,2,4,58,2018,9,2018-09-04,Online,128.1,1,4
14681,INN14682,0,2,46,2018,1,2018-01-22,Online,80.3,0,22
14682,INN14683,1,1,104,2018,5,2018-05-23,Online,116.1,0,23
14683,INN14684,1,2,80,2018,12,2018-12-26,Online,102.6,1,26
14684,INN14685,0,2,29,2018,12,2018-12-02,Corporate,85.0,0,2
14685,INN14686,0,1,0,2018,7,2018-07-29,Online,89.0,0,29
14686,INN14687,0,1,11,2018,11,2018-11-05,Online,140.0,1,5
14687,INN14688,1,1,45,2018,1,2018-01-23,Online,72.9,1,23
14688,INN14689,0,1,0,2018,1,2018-01-28,Online,79.0,0,28
14689,INN14690,0,4,213,2018,9,2018-09-27,Online,118.65,1,27
14690,INN14691,2,1,8,2017,9,2017-09-20,Online,126.0,0,20
14691,INN14692,0,2,50,2018,2,2018-02-26,Online,78.3,1,26
14692,INN14693,2,5,34,2018,12,2018-12-03,Online,54.71,0,3
14693,INN14694,2,1,152,2018,2,2018-02-20,Offline,62.0,0,20
14694,INN14695,0,2,256,2018,6,2018-06-15,Offline,90.0,0,15
14695,INN14696,1,2,13,2017,8,2017-08-24,Online,90.0,0,24
14696,INN14697,2,1,16,2018,1,2018-01-30,Online,88.33,0,30
14697,INN14698,0,3,188,2018,8,2018-08-03,Online,105.3,1,3
14698,INN14699,1,2,0,2018,10,2018-10-10,Corporate,153.0,0,10
14699,INN14700,0,3,304,2018,11,2018-11-03,Offline,89.0,1,3
14700,INN14701,2,3,39,2018,8,2018-08-13,Online,203.85,0,13
14701,INN14702,0,1,2,2018,11,2018-11-09,Corporate,103.0,1,9
14702,INN14703,2,5,22,2017,9,2017-09-05,Online,105.65,0,5
14703,INN14704,0,1,47,2018,6,2018-06-21,Online,96.3,0,21
14704,INN14705,2,6,1,2018,4,2018-04-12,Aviation,95.0,1,12
14705,INN14706,2,2,141,2018,8,2018-08-20,Offline,96.9,0,20
14706,INN14707,2,5,195,2018,7,2018-07-21,Online,90.95,0,21
14707,INN14708,0,2,42,2017,11,2017-11-20,Offline,63.0,0,20
14708,INN14709,1,2,83,2018,4,2018-04-25,Online,96.3,0,25
14709,INN14710,2,2,60,2018,6,2018-06-26,Online,108.9,1,26
14710,INN14711,1,3,180,2018,7,2018-07-28,Online,85.0,0,28
14711,INN14712,2,2,175,2018,10,2018-10-28,Online,104.4,1,28
14712,INN14713,1,0,12,2017,10,2017-10-04,Offline,72.0,0,4
14713,INN14714,0,1,26,2018,9,2018-09-17,Online,159.0,0,17
14714,INN14715,2,2,35,2018,8,2018-08-07,Online,154.1,0,7
14715,INN14716,0,1,2,2018,4,2018-04-20,Corporate,110.0,0,20
14716,INN14717,1,0,26,2018,9,2018-09-04,Online,122.0,0,4
14717,INN14718,0,2,112,2018,6,2018-06-02,Offline,100.0,1,2
14718,INN14719,4,5,95,2018,7,2018-07-17,Online,139.7,0,17
14719,INN14720,0,3,25,2018,11,2018-11-17,Online,88.0,0,17
14720,INN14721,0,2,15,2017,12,2017-12-01,Online,69.0,0,1
14721,INN14722,2,1,12,2018,7,2018-07-10,Online,139.0,0,10
14722,INN14723,1,1,1,2018,1,2018-01-04,Online,74.25,0,4
14723,INN14724,2,2,23,2018,10,2018-10-16,Online,91.63,0,16
14724,INN14725,0,3,5,2018,7,2018-07-14,Online,121.43,0,14
14725,INN14726,0,2,48,2017,10,2017-10-02,Online,111.6,0,2
14726,INN14727,1,0,58,2018,6,2018-06-05,Online,76.92,0,5
14727,INN14728,0,1,1,2018,7,2018-07-08,Online,175.0,0,8
14728,INN14729,2,0,146,2018,4,2018-04-24,Offline,95.0,1,24
14729,INN14730,2,2,46,2018,3,2018-03-13,Online,67.15,1,13
14730,INN14731,2,1,180,2018,10,2018-10-01,Online,108.9,1,1
14731,INN14732,0,3,49,2018,12,2018-12-06,Online,75.05,0,6
14732,INN14733,2,3,176,2018,8,2018-08-18,Online,77.89,0,18
14733,INN14734,0,0,4,2018,4,2018-04-30,Online,0.0,0,30
14734,INN14735,1,1,174,2017,10,2017-10-10,Offline,70.0,1,10
14735,INN14736,2,6,71,2018,9,2018-09-01,Online,150.98,0,1
14736,INN14737,1,2,36,2018,12,2018-12-09,Online,88.0,0,9
14737,INN14738,1,0,0,2018,6,2018-06-19,Online,129.0,0,19
14738,INN14739,1,4,235,2018,10,2018-10-19,Online,103.7,1,19
14739,INN14740,0,3,133,2018,6,2018-06-09,Online,121.5,0,9
14740,INN14741,2,1,182,2018,8,2018-08-07,Online,137.7,1,7
14741,INN14742,1,5,123,2018,9,2018-09-20,Online,162.0,1,20
14742,INN14743,2,1,42,2017,9,2017-09-19,Offline,76.5,0,19
14743,INN14744,3,8,204,2018,7,2018-07-18,Online,90.95,0,18
14744,INN14745,0,1,1,2018,10,2018-10-13,Offline,90.0,0,13
14745,INN14746,2,2,13,2018,10,2018-10-29,Online,130.5,1,29
14746,INN14747,1,4,91,2018,10,2018-10-24,Online,109.98,0,24
14747,INN14748,2,2,101,2018,7,2018-07-09,Offline,68.0,1,9
14748,INN14749,0,2,4,2018,3,2018-03-22,Online,107.0,0,22
14749,INN14750,2,5,120,2018,9,2018-09-11,Online,94.81,0,11
14750,INN14751,2,5,176,2018,8,2018-08-14,Online,131.26,1,14
14751,INN14752,1,3,250,2018,9,2018-09-26,Offline,95.0,1,26
14752,INN14753,1,3,64,2018,9,2018-09-01,Online,107.1,0,1
14753,INN14754,0,1,71,2017,7,2017-07-11,Online,51.96,0,11
14754,INN14755,2,2,163,2018,6,2018-06-05,Offline,100.0,1,5
14755,INN14756,0,2,0,2018,4,2018-04-22,Online,119.0,0,22
14756,INN14757,1,4,232,2018,10,2018-10-24,Online,106.25,1,24
14757,INN14758,1,2,114,2018,7,2018-07-01,Offline,75.0,1,1
14758,INN14759,1,2,198,2018,9,2018-09-09,Offline,90.0,1,9
14759,INN14760,1,1,72,2018,4,2018-04-02,Online,96.3,0,2
14760,INN14761,1,2,106,2018,10,2018-10-07,Online,118.8,1,7
14761,INN14762,2,5,98,2018,8,2018-08-12,Online,212.4,1,12
14762,INN14763,1,2,59,2018,4,2018-04-22,Online,189.0,0,22
14763,INN14764,0,2,21,2018,2,2018-02-12,Online,79.0,0,12
14764,INN14765,1,1,1,2018,7,2018-07-02,Online,166.0,0,2
14765,INN14766,2,5,215,2018,8,2018-08-14,Online,92.16,0,14
14766,INN14767,0,2,22,2018,9,2018-09-15,Online,102.41,0,15
14767,INN14768,0,2,74,2018,10,2018-10-21,Online,132.3,1,21
14768,INN14769,1,0,3,2018,9,2018-09-19,Corporate,65.0,0,19
14769,INN14770,0,1,61,2017,9,2017-09-15,Online,80.75,0,15
14770,INN14771,2,1,47,2018,1,2018-01-23,Offline,60.0,0,23
14771,INN14772,1,2,55,2018,2,2018-02-22,Online,73.9,0,22
14772,INN14773,1,1,21,2018,5,2018-05-09,Online,72.42,0,9
14773,INN14774,0,3,28,2018,6,2018-06-02,Online,332.57,0,2
14774,INN14775,2,0,275,2018,4,2018-04-17,Offline,110.0,1,17
14775,INN14776,0,4,1,2018,2,2018-02-03,Online,111.0,0,3
14776,INN14777,0,3,295,2018,12,2018-12-29,Online,79.5,1,29
14777,INN14778,2,2,37,2018,3,2018-03-11,Online,76.5,1,11
14778,INN14779,0,4,208,2017,12,2017-12-29,Online,75.44,1,29
14779,INN14780,2,3,81,2018,12,2018-12-23,Online,119.0,0,23
14780,INN14781,1,2,305,2018,11,2018-11-04,Offline,89.0,1,4
14781,INN14782,0,2,46,2018,2,2018-02-18,Online,72.0,1,18
14782,INN14783,0,2,15,2018,7,2018-07-08,Offline,118.15,0,8
14783,INN14784,0,3,4,2018,10,2018-10-25,Online,84.7,0,25
14784,INN14785,0,1,119,2018,6,2018-06-07,Offline,110.0,0,7
14785,INN14786,0,3,71,2017,9,2017-09-22,Offline,127.0,0,22
14786,INN14787,2,0,30,2018,9,2018-09-25,Online,99.1,0,25
14787,INN14788,2,3,16,2018,12,2018-12-18,Online,130.9,0,18
14788,INN14789,1,3,124,2018,6,2018-06-27,Online,158.95,0,27
14789,INN14790,2,6,9,2018,1,2018-01-16,Online,61.5,0,16
14790,INN14791,1,3,21,2018,8,2018-08-01,Online,159.0,1,1
14791,INN14792,1,2,187,2018,10,2018-10-07,Online,108.9,0,7
14792,INN14793,0,2,201,2018,8,2018-08-09,Online,103.5,1,9
14793,INN14794,1,2,161,2018,3,2018-03-25,Offline,130.0,1,25
14794,INN14795,0,3,21,2018,10,2018-10-04,Offline,85.0,0,4
14795,INN14796,0,3,37,2018,10,2018-10-13,Offline,105.0,0,13
14796,INN14797,0,1,159,2018,2,2018-02-13,Offline,70.0,0,13
14797,INN14798,2,4,0,2017,9,2017-09-13,Online,136.0,0,13
14798,INN14799,0,2,52,2018,11,2018-11-03,Online,90.0,1,3
14799,INN14800,0,1,14,2018,7,2018-07-06,Corporate,143.0,0,6
14800,INN14801,0,1,73,2018,5,2018-05-14,Online,126.9,0,14
14801,INN14802,1,2,91,2018,4,2018-04-25,Online,85.5,1,25
14802,INN14803,1,1,17,2018,10,2018-10-03,Corporate,95.0,0,3
14803,INN14804,1,3,4,2017,9,2017-09-07,Corporate,119.0,0,7
14804,INN14805,1,2,64,2018,11,2018-11-18,Online,86.4,1,18
14805,INN14806,0,3,95,2017,12,2017-12-29,Offline,60.0,0,29
14806,INN14807,1,3,0,2018,2,2018-02-15,Aviation,88.0,0,15
14807,INN14808,0,2,4,2018,2,2018-02-12,Online,79.0,0,12
14808,INN14809,1,2,290,2018,6,2018-06-17,Offline,72.0,1,17
14809,INN14810,0,2,245,2018,6,2018-06-17,Offline,75.0,1,17
14810,INN14811,2,5,5,2018,4,2018-04-10,Online,138.0,1,10
14811,INN14812,1,1,18,2018,4,2018-04-18,Online,95.0,1,18
14812,INN14813,0,3,114,2018,6,2018-06-01,Offline,75.0,0,1
14813,INN14814,0,4,12,2018,11,2018-11-23,Online,91.38,0,23
14814,INN14815,0,4,36,2017,11,2017-11-25,Online,94.99,0,25
14815,INN14816,1,2,267,2018,9,2018-09-30,Offline,95.0,1,30
14816,INN14817,0,2,273,2017,7,2017-07-17,Offline,109.0,1,17
14817,INN14818,0,3,148,2018,5,2018-05-05,Online,105.3,0,5
14818,INN14819,2,0,114,2018,6,2018-06-26,Online,85.5,0,26
14819,INN14820,0,2,14,2017,10,2017-10-15,Online,97.02,0,15
14820,INN14821,0,1,2,2017,10,2017-10-21,Complementary,0.0,0,21
14821,INN14822,0,3,0,2017,11,2017-11-03,Corporate,65.0,0,3
14822,INN14823,0,2,80,2017,10,2017-10-09,Offline,136.0,0,9
14823,INN14824,0,3,54,2017,12,2017-12-31,Offline,62.67,0,31
14824,INN14825,2,1,5,2017,8,2017-08-16,Online,105.0,0,16
14825,INN14826,0,1,152,2018,8,2018-08-20,Online,105.3,1,20
14826,INN14827,0,3,85,2018,7,2018-07-05,Offline,86.36,0,5
14827,INN14828,0,4,108,2018,4,2018-04-26,Online,101.58,0,26
14828,INN14829,0,2,102,2017,8,2017-08-21,Online,76.5,0,21
14829,INN14830,2,1,43,2017,10,2017-10-31,Offline,65.0,0,31
14830,INN14831,1,3,23,2018,1,2018-01-28,Online,78.3,0,28
14831,INN14832,2,3,359,2018,10,2018-10-14,Offline,78.0,0,14
14832,INN14833,1,0,117,2018,10,2018-10-02,Online,108.0,0,2
14833,INN14834,0,2,188,2018,6,2018-06-15,Offline,130.0,1,15
14834,INN14835,0,2,88,2018,10,2018-10-07,Corporate,90.0,0,7
14835,INN14836,1,2,7,2018,7,2018-07-04,Online,160.33,0,4
14836,INN14837,2,3,163,2018,10,2018-10-02,Offline,80.75,0,2
14837,INN14838,0,1,1,2018,2,2018-02-17,Online,66.3,0,17
14838,INN14839,1,2,267,2018,9,2018-09-30,Offline,95.0,1,30
14839,INN14840,0,2,11,2018,1,2018-01-15,Online,89.0,0,15
14840,INN14841,0,4,125,2017,12,2017-12-23,Online,72.25,0,23
